REPO, SHA, CONFIG_PARAMETER, TEST_NAME, VALUE, TYPE(GOOD|BAD), EXPECTATION(PASS|FAIL)
https://github.com/apache/kylin, 63f9ac6bcd0db005f10935d88747d39fc0819ab7, kylin.metadata.url, org.apache.kylin.common.persistence.ResourceToolTest#testCopy, obviously-bad-value, BAD, PASS
https://github.com/apache/kylin, 63f9ac6bcd0db005f10935d88747d39fc0819ab7, kylin.metadata.url, org.apache.kylin.common.persistence.ResourceToolTest#testCopy, kylin_metadata@hbase, GOOD, PASS
